Source,Station,StationID,Region
EMP,NZ002,EMP NZ002,Western Delta
EMP,NZ003,EMP NZ003,Western Delta
EMP,NZ004,EMP NZ004,Western Delta
EMP,NZ005,EMP NZ005,Suisun Bay
EMP,NZ020,EMP NZ020,Suisun Bay
EMP,NZ022,EMP NZ022,Suisun Bay
EMP,NZ024,EMP NZ024,Suisun Bay
EMP,NZ028,EMP NZ028,Suisun Marsh
EMP,NZ030,EMP NZ030,Suisun Marsh
EMP,NZ032,EMP NZ032,Suisun Marsh
EMP,NZ033,EMP NZ033,Suisun Marsh
EMP,NZ034,EMP NZ034,Suisun Marsh
EMP,NZ036,EMP NZ036,Suisun Bay
EMP,NZ038,EMP NZ038,Suisun Bay
EMP,NZ040,EMP NZ040,Suisun Bay
EMP,NZ042,EMP NZ042,Suisun Bay
EMP,NZ044,EMP NZ044,Suisun Bay
EMP,NZ046,EMP NZ046,Suisun Bay
EMP,NZ048,EMP NZ048,Suisun Bay
EMP,NZ050,EMP NZ050,Suisun Bay
EMP,NZ052,EMP NZ052,Suisun Bay
EMP,NZ054,EMP NZ054,Suisun Bay
EMP,NZ056,EMP NZ056,Suisun Bay
EMP,NZ058,EMP NZ058,Suisun Bay
EMP,NZ060,EMP NZ060,Lower Sacramento River
EMP,NZ062,EMP NZ062,Lower Sacramento River
EMP,NZ064,EMP NZ064,Lower Sacramento River
EMP,NZ066,EMP NZ066,Lower Sacramento River
EMP,NZ068,EMP NZ068,Lower Sacramento River
EMP,NZ069,EMP NZ069,NA
EMP,NZ070,EMP NZ070,Lower Sacramento River
EMP,NZ071,EMP NZ071,Sac Deep Water Shipping Channel
EMP,NZ072,EMP NZ072,Suisun Bay
EMP,NZ074,EMP NZ074,Lower Joaquin River
EMP,NZ076,EMP NZ076,Lower Joaquin River
EMP,NZ078,EMP NZ078,Lower Joaquin River
EMP,NZ080,EMP NZ080,Lower Joaquin River
EMP,NZ082,EMP NZ082,Lower Joaquin River
EMP,NZ084,EMP NZ084,Lower Joaquin River
EMP,NZ086,EMP NZ086,Lower Joaquin River
EMP,NZ088,EMP NZ088,Lower Joaquin River
EMP,NZ090,EMP NZ090,NA
EMP,NZ092,EMP NZ092,NA
EMP,NZ098,EMP NZ098,Southern Delta
EMP,NZ099,EMP NZ099,Cache Slough/Liberty Island
EMP,NZ100,EMP NZ100,NA
EMP,NZ101,EMP NZ101,Sac Deep Water Shipping Channel
EMP,NZ103,EMP NZ103,NA
EMP,NZ104,EMP NZ104,Southern Delta
EMP,NZ155,EMP NZ155,Sac Deep Water Shipping Channel
EMP,NZ161,EMP NZ161,Sac Deep Water Shipping Channel
EMP,NZ165,EMP NZ165,Sac Deep Water Shipping Channel
EMP,NZ169,EMP NZ169,Sac Deep Water Shipping Channel
EMP,NZ295,EMP NZ295,NA
EMP,NZ300,EMP NZ300,NA
EMP,NZ305,EMP NZ305,NA
EMP,NZ310,EMP NZ310,NA
EMP,NZ325,EMP NZ325,Western Delta
EMP,NZ338,EMP NZ338,Western Delta
EMP,NZ340,EMP NZ340,Western Delta
EMP,NZ41A,EMP NZ41A,NA
EMP,NZC03,EMP NZC03,NA
EMP,NZC09,EMP NZC09,Southern Delta
EMP,NZC13,EMP NZC13,NA
EMP,NZD06,EMP NZD06,Suisun Bay
EMP,NZD11,EMP NZD11,Lower Sacramento River
EMP,NZD14,EMP NZD14,Lower Joaquin River
EMP,NZD15,EMP NZD15,Lower Joaquin River
EMP,NZD16,EMP NZD16,Lower Joaquin River
EMP,NZD19,EMP NZD19,Southern Delta
EMP,NZD28,EMP NZD28,Southern Delta
EMP,NZD41,EMP NZD41,NA
EMP,NZM01,EMP NZM01,NA
EMP,NZM02,EMP NZM02,NA
EMP,NZM03,EMP NZM03,NA
EMP,NZM04,EMP NZM04,NA
EMP,NZM06,EMP NZM06,NA
EMP,NZM07,EMP NZM07,NA
EMP,NZM08,EMP NZM08,Lower Joaquin River
EMP,NZM09,EMP NZM09,NA
EMP,NZM10,EMP NZM10,NA
EMP,NZP02,EMP NZP02,NA
EMP,NZP04,EMP NZP04,NA
EMP,NZP10,EMP NZP10,Southern Delta
EMP,NZS42,EMP NZS42,Suisun Marsh
FMWT,340,FMWT 340,Western Delta
FMWT,405,FMWT 405,Western Delta
FMWT,411,FMWT 411,Suisun Bay
FMWT,416,FMWT 416,Suisun Bay
FMWT,418,FMWT 418,Suisun Bay
FMWT,501,FMWT 501,Suisun Bay
FMWT,502,FMWT 502,Suisun Bay
FMWT,504,FMWT 504,Suisun Bay
FMWT,508,FMWT 508,Suisun Bay
FMWT,513,FMWT 513,Suisun Bay
FMWT,519,FMWT 519,Suisun Bay
FMWT,602,FMWT 602,Suisun Marsh
FMWT,606,FMWT 606,Suisun Marsh
FMWT,608,FMWT 608,Suisun Marsh
FMWT,704,FMWT 704,Lower Sacramento River
FMWT,706,FMWT 706,Lower Sacramento River
FMWT,707,FMWT 707,Lower Sacramento River
FMWT,711,FMWT 711,Lower Sacramento River
FMWT,716,FMWT 716,Cache Slough/Liberty Island
FMWT,719,FMWT 719,Sac Deep Water Shipping Channel
FMWT,721,FMWT 721,Cache Slough/Liberty Island
FMWT,723,FMWT 723,Sac Deep Water Shipping Channel
FMWT,795,FMWT 795,Sac Deep Water Shipping Channel
FMWT,796,FMWT 796,Sac Deep Water Shipping Channel
FMWT,797,FMWT 797,Sac Deep Water Shipping Channel
FMWT,802,FMWT 802,Suisun Bay
FMWT,804,FMWT 804,Lower Joaquin River
FMWT,809,FMWT 809,Lower Joaquin River
FMWT,812,FMWT 812,Lower Joaquin River
FMWT,815,FMWT 815,Lower Joaquin River
FMWT,902,FMWT 902,Southern Delta
FMWT,906,FMWT 906,Lower Joaquin River
FMWT,910,FMWT 910,NA
FMWT,912,FMWT 912,NA
FMWT,914,FMWT 914,Southern Delta
FMWT,915,FMWT 915,Southern Delta
FMWT,919,FMWT 919,NA
TNS,323,TNS 323,Western Delta
TNS,340,TNS 340,Western Delta
TNS,342,TNS 342,Western Delta
TNS,405,TNS 405,Western Delta
TNS,411,TNS 411,Suisun Bay
TNS,418,TNS 418,Suisun Bay
TNS,501,TNS 501,Suisun Bay
TNS,504,TNS 504,Suisun Bay
TNS,508,TNS 508,Suisun Bay
TNS,513,TNS 513,Suisun Bay
TNS,519,TNS 519,Suisun Bay
TNS,520,TNS 520,Suisun Bay
TNS,602,TNS 602,Suisun Marsh
TNS,606,TNS 606,Suisun Marsh
TNS,609,TNS 609,Suisun Marsh
TNS,610,TNS 610,Suisun Marsh
TNS,704,TNS 704,Lower Sacramento River
TNS,706,TNS 706,Lower Sacramento River
TNS,707,TNS 707,Lower Sacramento River
TNS,711,TNS 711,Lower Sacramento River
TNS,713,TNS 713,Sac Deep Water Shipping Channel
TNS,716,TNS 716,Cache Slough/Liberty Island
TNS,719,TNS 719,Sac Deep Water Shipping Channel
TNS,721,TNS 721,Cache Slough/Liberty Island
TNS,723,TNS 723,Sac Deep Water Shipping Channel
TNS,795,TNS 795,Sac Deep Water Shipping Channel
TNS,796,TNS 796,Sac Deep Water Shipping Channel
TNS,797,TNS 797,Sac Deep Water Shipping Channel
TNS,801,TNS 801,Suisun Bay
TNS,804,TNS 804,Lower Joaquin River
TNS,809,TNS 809,Lower Joaquin River
TNS,812,TNS 812,Lower Joaquin River
TNS,815,TNS 815,Lower Joaquin River
TNS,902,TNS 902,Southern Delta
TNS,906,TNS 906,Lower Joaquin River
TNS,910,TNS 910,NA
TNS,912,TNS 912,NA
TNS,914,TNS 914,Southern Delta
TNS,915,TNS 915,Southern Delta
TNS,918,TNS 918,Southern Delta
TNS,919,TNS 919,NA
20mm,323,20mm 323,Western Delta
20mm,328,20mm 328,NA
20mm,329,20mm 329,Western Delta
20mm,334,20mm 334,NA
20mm,335,20mm 335,Western Delta
20mm,336,20mm 336,Western Delta
20mm,340,20mm 340,Western Delta
20mm,341,20mm 341,Western Delta
20mm,342,20mm 342,Western Delta
20mm,343,20mm 343,Western Delta
20mm,344,20mm 344,Western Delta
20mm,345,20mm 345,Western Delta
20mm,346,20mm 346,Western Delta
20mm,405,20mm 405,Western Delta
20mm,411,20mm 411,Suisun Bay
20mm,418,20mm 418,Suisun Bay
20mm,501,20mm 501,Suisun Bay
20mm,504,20mm 504,Suisun Bay
20mm,508,20mm 508,Suisun Bay
20mm,513,20mm 513,Suisun Bay
20mm,519,20mm 519,Suisun Bay
20mm,520,20mm 520,Suisun Bay
20mm,602,20mm 602,Suisun Marsh
20mm,606,20mm 606,Suisun Marsh
20mm,609,20mm 609,Suisun Marsh
20mm,610,20mm 610,Suisun Marsh
20mm,703,20mm 703,Lower Sacramento River
20mm,704,20mm 704,Lower Sacramento River
20mm,705,20mm 705,Lower Sacramento River
20mm,706,20mm 706,Lower Sacramento River
20mm,707,20mm 707,Lower Sacramento River
20mm,711,20mm 711,Lower Sacramento River
20mm,716,20mm 716,Cache Slough/Liberty Island
20mm,801,20mm 801,Suisun Bay
20mm,802,20mm 802,Lower Joaquin River
20mm,804,20mm 804,Lower Joaquin River
20mm,809,20mm 809,Lower Joaquin River
20mm,812,20mm 812,Lower Joaquin River
20mm,815,20mm 815,Lower Joaquin River
20mm,901,20mm 901,Southern Delta
20mm,902,20mm 902,Southern Delta
20mm,906,20mm 906,Lower Joaquin River
20mm,910,20mm 910,NA
20mm,912,20mm 912,NA
20mm,914,20mm 914,Southern Delta
20mm,915,20mm 915,Southern Delta
20mm,918,20mm 918,Southern Delta
20mm,919,20mm 919,NA
20mm,330,20mm 330,Western Delta
20mm,347,20mm 347,Western Delta
20mm,348,20mm 348,Western Delta
20mm,349,20mm 349,Western Delta
20mm,718,20mm 718,Cache Slough/Liberty Island
20mm,720,20mm 720,Cache Slough/Liberty Island
20mm,723,20mm 723,Sac Deep Water Shipping Channel
20mm,724,20mm 724,NA
20mm,726,20mm 726,NA
20mm,719,20mm 719,Sac Deep Water Shipping Channel
FRP,501 FRP,FRP 501 FRP,Suisun Bay
FRP,520 FRP,FRP 520 FRP,Suisun Bay
FRP,602FRP,FRP 602FRP,Suisun Marsh
FRP,609 FRP,FRP 609 FRP,Suisun Marsh
FRP,703 FRP,FRP 703 FRP,Lower Sacramento River
FRP,705 FRP,FRP 705 FRP,Lower Sacramento River
FRP,706 FRP,FRP 706 FRP,Lower Sacramento River
FRP,720 FRP,FRP 720 FRP,Cache Slough/Liberty Island
FRP,723 FRP,FRP 723 FRP,Cache Slough/Liberty Island
FRP,724 FRP,FRP 724 FRP,NA
FRP,726 FRP,FRP 726 FRP,NA
FRP,801 FRP,FRP 801 FRP,Suisun Bay
FRP,Barker rip rap,FRP Barker rip rap,Cache Slough/Liberty Island
FRP,BK1,FRP BK1,Cache Slough/Liberty Island
FRP,BK2,FRP BK2,Cache Slough/Liberty Island
FRP,Blacklock,FRP Blacklock,Suisun Marsh
FRP,Bradmoor,FRP Bradmoor,Suisun Marsh
FRP,BROISL,FRP BROISL,Suisun Bay
FRP,Browns Channel,FRP Browns Channel,Suisun Bay
FRP,Browns1,FRP Browns1,Suisun Bay
FRP,CA3,FRP CA3,Cache Slough/Liberty Island
FRP,CC1,FRP CC1,Cache Slough/Liberty Island
FRP,CC2,FRP CC2,Cache Slough/Liberty Island
FRP,Decker Breach,FRP Decker Breach,Lower Sacramento River
FRP,Decker BS1,FRP Decker BS1,Lower Sacramento River
FRP,Decker BS2,FRP Decker BS2,Lower Sacramento River
FRP,Decker BS3,FRP Decker BS3,Lower Sacramento River
FRP,Decker Inside,FRP Decker Inside,Lower Sacramento River
FRP,Dow 2,FRP Dow 2,Suisun Bay
FRP,Dow 3,FRP Dow 3,Suisun Bay
FRP,Dow 4,FRP Dow 4,Suisun Bay
FRP,Dow 5,FRP Dow 5,Suisun Bay
FRP,Dow Breach,FRP Dow Breach,Suisun Bay
